Date,Close_Pfe,Close_Coin,Close_Crwd,Close_Btc,Close_Pfe_normalized,Close_Coin_normalized,Close_Crwd_normalized,Close_Btc_normalized
2022-11-07,47.09,56.97,124.68,20906.99792695512,0.6967583093967996,0.31486730224169024,0.3203592814371258,0.26196047783220494
2022-11-08,47.35,50.83,127.0,20597.755017060834,0.7074271645465738,0.23576397835609375,0.3451668092386655,0.24627482000818732
2022-11-09,46.72,45.98,122.36,18562.353215089643,0.6815757078375052,0.17328008245297596,0.29555175363558595,0.14303359707756894
2022-11-10,47.38,50.92,135.76,15742.444335961438,0.7086581862946247,0.23692347333161556,0.43883661248930694,0.0
2022-11-11,47.6,57.46,143.12,17594.923500278233,0.7176856791136645,0.321180108219531,0.5175363558597091,0.09396287956134121
2022-11-14,49.24,53.22,142.01,16344.342316001042,0.7849815346737794,0.2665550115949497,0.505667236954662,0.030529934423059547
2022-11-15,48.57,55.53,148.3,16645.828500283515,0.7574887156339764,0.2963153826333419,0.5729255774165954,0.04582214961706415
2022-11-16,48.05,48.83,143.65,16890.52938386464,0.7361510053344276,0.20999742334449878,0.5232035928143712,0.058234056911560965
2022-11-17,48.33,48.79,139.23,16689.39673273771,0.7476405416495692,0.2094820922442669,0.475940975192472,0.04803205116826671
2022-11-18,48.23,45.26,138.99,16718.361228055077,0.7435371358227328,0.1640041226488018,0.47337467921300264,0.04950121068027908
2022-11-21,48.18,41.23,135.56,16304.07685562355,0.7414854329093148,0.11208451430043798,0.4366980325064157,0.028487558629144708
2022-11-22,49.08,43.39,135.8,15814.335280855257,0.7784160853508413,0.13991239371296058,0.4392643284858855,0.0036465080561919696
2022-11-23,48.85,45.57,140.89,16171.628978315088,0.768978251949118,0.16799793867559906,0.4936911890504703,0.02176943505538767
2022-11-25,49.21,44.28,140.05,16596.03575847268,0.7837505129257285,0.15137851069312033,0.4847091531223269,0.04329652369266901
2022-11-28,49.57,42.51,139.45,16459.149543755877,0.7985227739023391,0.12857510950785875,0.47829341317365254,0.036353275339434984
2022-11-29,49.49,43.11,138.0,16222.210728731225,0.7952400492408701,0.13630507601133726,0.4627887082976903,0.02433508168391866
2022-11-30,50.13,45.73,117.65,16441.979978419113,0.8215018465326223,0.1700592630765266,0.24518819503849448,0.03548238737970241
2022-12-01,51.08,45.27,124.07,17186.502572066118,0.8604842018875667,0.16413295542385983,0.313836612489307,0.07324663765851817
2022-12-02,50.91,47.67,124.0,16972.73406077455,0.8535084119819449,0.19505282143777378,0.3130881094952951,0.062403706052372554
2022-12-05,50.73,46.0,118.33,17149.93175096291,0.8461222814936397,0.17353774800309196,0.252459366980325,0.07139166421267792
2022-12-06,49.71,42.41,113.83,16973.372577553495,0.8042675420599099,0.12728678175727898,0.20434131736526942,0.0624360933938086
2022-12-07,50.24,41.26,113.2,17085.64314125141,0.8260155929421422,0.1124710126256119,0.1976047904191617,0.0681307676758385
2022-12-08,51.78,42.81,114.24,16851.30346863184,0.8892080426754208,0.13244009275959806,0.20872540633019668,0.05624440972971946
2022-12-09,51.72,40.24,115.08,17235.014157992136,0.886745999179319,0.09933006956969853,0.21770744225834043,0.07570727980418962
2022-12-12,52.16,42.6,118.54,17101.038019732932,0.9048009848173985,0.12973460448338056,0.254704875962361,0.06891163859761983
2022-12-13,53.07,38.69,120.99,17179.596038203494,0.9421419778416087,0.0793609894357124,0.28090248075278007,0.07289631911134065
2022-12-14,54.48,40.19,120.57,17784.162894053265,1.0,0.0986859056944086,0.2764114627887082,0.1035616263154524
2022-12-15,53.61,37.98,114.99,17808.71617265881,0.9643003693065245,0.07021386240659618,0.21674508126603928,0.10480703668491247
2022-12-16,51.4,36.6,111.5,17338.358126632633,0.8736151005334428,0.05243493944859572,0.1794268605645851,0.0809491724342421
2022-12-19,51.36,35.17,108.09,16742.816663834055,0.8719737382027083,0.03401185261530534,0.14296407185628746,0.05074165819028805
2022-12-20,51.32,34.97,109.83,16422.562273279298,0.8703323758719739,0.03143519711414581,0.16156971770744225,0.03449746753576833
2022-12-21,51.66,35.15,107.35,16899.331969046758,0.884283955683217,0.03375418706518935,0.13505132591958932,0.05868054843882243
2022-12-22,51.64,34.59,103.97,16816.85370118997,0.88346327451785,0.026539551661942825,0.09890932420872539,0.054497022006602905
2022-12-23,51.83,35.49,101.99,16824.790162441503,0.8912597455888388,0.038134501417160536,0.07773738237810089,0.054899581326613336
2022-12-27,51.13,32.65,100.66,16900.081871938084,0.8625359048009851,0.001545993300695664,0.06351582549187336,0.05871858559271742
2022-12-28,50.8,32.53,99.96,16701.840210667935,0.8489946655724251,0.0,0.056030795551753575,0.04866321887077262
2022-12-29,51.33,34.78,104.57,16538.906094001977,0.8707427164546574,0.028987374388044315,0.10532506415739941,0.0403987487079661
2022-12-30,51.24,35.39,105.29,16644.379087037905,0.8670496512105049,0.036846173666580766,0.11302395209580846,0.04574863135847578
2023-01-03,51.26,33.6,103.28,16674.342536301097,0.867870332375872,0.0137851069312033,0.09153122326775023,0.047268460584408284
2023-01-04,50.13,37.7,104.365,16677.646185850346,0.8215018465326223,0.06660654470497296,0.1031330196749358,0.04743603084953644
2023-01-05,49.66,33.53,94.89,16855.1747387671,0.8022158391464915,0.012883277505797474,0.0018177929854576742,0.05644077128480501
2023-01-06,50.92,33.26,94.72,16832.098988497855,0.8539187525646288,0.009404792579232116,0.0,0.055270305249287596
2023-01-09,48.39,38.27,96.57,17074.61539572674,0.7501025851456711,0.07395001288327753,0.019781864841745017,0.06757140984632698
2023-01-10,47.62,43.23,95.67,17194.90932945318,0.7185063602790316,0.13785106931203292,0.01015825491873399,0.07367305170250736
2023-01-11,47.45,43.79,97.0,17436.90232978116,0.7115305703734102,0.14506570471527952,0.024379811804961515,0.08594760765028847
2023-01-12,47.71,47.55,97.98,17996.832553741606,0.7221994255231844,0.193506828137078,0.03485885372112922,0.11434882112150944
2023-01-13,47.85,49.98,99.53,18866.810330617045,0.7279441936807551,0.22481319247616588,0.05143284858853723,0.15847650614178255
2023-01-17,46.08,54.14,104.43,21175.33773662521,0.6553139105457529,0.2784076269002834,0.10382805816937561,0.2755714170013065
2023-01-18,45.0,50.21,101.0,21156.78393116713,0.6109971276159213,0.22777634630249935,0.06715141146278872,0.2746303165445545
2023-01-19,44.96,49.42,99.85,20726.844969426445,0.6093557652851869,0.21759855707291934,0.05485457656116333,0.25282262031836394
2023-01-20,45.11,55.16,103.41,21081.671022204326,0.6155108740254411,0.29154856995619677,0.09292130025662956,0.2708203815372817
2023-01-23,44.98,55.96,106.3,22736.66142892971,0.6101764464505539,0.3018551919608348,0.12382378100940972,0.3547660837388309
2023-01-24,44.71,53.555,104.6,22984.87497643721,0.5990972507180962,0.27087090955939186,0.10564585115483313,0.3673561630871955
2023-01-25,45.07,52.76,100.82,22610.010598272846,0.6138695116947067,0.2606287039422829,0.06522668947818641,0.348342002444646
2023-01-26,44.25,53.02,104.47,23180.422697874263,0.5802215839146493,0.2639783560937903,0.1042557741659538,0.37727488571135026
2023-01-27,43.79,61.37,104.35,23024.74618081709,0.5613459171112023,0.3715537232671991,0.10297262617621893,0.36937854112376234
2023-01-30,43.55,56.16,101.37,23797.460894881242,0.5514977431267952,0.30443184746199425,0.07110778443113777,0.4085727739180966
2023-01-31,44.16,58.48,105.9,22840.385858797104,0.5765285186704965,0.3343210512754444,0.1195466210436271,0.360027274417212
2023-02-01,43.97,65.7,110.5,23137.323554088376,0.5687320475995076,0.4273383148673022,0.1687339606501283,0.375088777638041
2023-02-02,44.34,81.46,115.93,23725.161796142238,0.583914649158802,0.6303787683586703,0.2267964071856288,0.4049055631671935
2023-02-03,44.06,74.63,113.56,23539.676770196525,0.5724251128436604,0.5423859829940736,0.20145423438836613,0.39549724835907685
2023-02-06,43.76,74.59,109.42,22946.286578591233,0.5601148953631514,0.5418706518938418,0.157185628742515,0.36539885255485055
2023-02-07,43.59,71.42,114.59,22786.483006387727,0.55313910545753,0.5010306622004638,0.21246792130025666,0.3572931722872034
2023-02-08,43.98,69.44,114.48,23294.9136483527,0.5691423881821912,0.4755217727389847,0.2112917023096664,0.3830821841673286
2023-02-09,43.34,59.63,113.42,22947.50782856846,0.5428805908904393,0.3491368204071116,0.1999572284003422,0.365460797739841
2023-02-10,43.88,57.09,108.96,21820.886508092775,0.5650389823553551,0.316413295542386,0.15226689478186478,0.30831544059562827
2023-02-13,43.99,56.4,112.17,21779.87440384417,0.5695527287648751,0.3075238340633857,0.18659110350727118,0.3062351929543598
2023-02-14,43.72,59.03,116.31,21807.834274723064,0.558473533032417,0.34140685390363307,0.23085970915312234,0.30765339512934253
2023-02-15,43.32,69.34,120.52,22220.070997481067,0.5420599097250719,0.47423344498840503,0.2758768177929854,0.32856318471154167
2023-02-16,42.95,65.59,115.12,24307.875101631602,0.5268773081657778,0.4259211543416645,0.21813515825491878,0.43446239770394335
2023-02-17,43.21,65.2,114.25,23756.907281577434,0.537546163315552,0.4208966761144035,0.2088323353293413,0.4065157822088008
2023-02-21,42.7,62.07,112.43,24786.665940845705,0.5166187935986871,0.38057201752125736,0.18937125748503,0.45874799660661186
2023-02-22,42.38,61.18,117.63,24417.38703630947,0.503487894952811,0.3691059005410976,0.24497433704020524,0.4400171466732581
2023-02-23,42.3,62.36,117.44,24146.101364545222,0.5002051702913418,0.38430816799793865,0.24294268605645847,0.4262567852107838
2023-02-24,41.75,58.44,117.28,23951.11098423326,0.47763643824374236,0.3338057201752125,0.24123182207014543,0.4163663324738267
2023-02-27,40.78,58.96,120.65,23541.115854493557,0.43783340172343055,0.3405050244782272,0.2772668947818649,0.3955702427047544
2023-02-28,40.57,64.83,120.69,23518.12390627588,0.4292162494870744,0.4161298634372584,0.2776946107784431,0.39440402734164937
2023-03-01,40.18,64.67,120.21,23155.543746825795,0.41321296676241287,0.41406853903633084,0.27256201881950376,0.376012956332597
2023-03-02,40.62,63.7,123.64,23634.333489123786,0.43126795240049237,0.4015717598557073,0.30923866552609064,0.40029849959663893
2023-03-03,41.15,64.51,126.04,23464.33654185282,0.4530160032827247,0.4120072146354033,0.33490162532078704,0.391675783082519
2023-03-06,41.11,62.77,127.59,22421.885805853268,0.4513746409519902,0.38959031177531567,0.35147562018819506,0.33879979136172544
2023-03-07,40.34,61.89,124.93,22415.113659694827,0.41977841608535105,0.37825302757021384,0.32303250641574,0.33845628933151933
2023-03-08,40.12,63.01,128.92,22217.209884905325,0.410750923266311,0.392682298376707,0.3656971770744224,0.32841806114872685
2023-03-09,39.46,58.09,121.68,21712.65119391273,0.3836684448091917,0.3292965730481835,0.2882805816937554,0.3028254453576336
2023-03-10,39.39,53.44,119.72,20376.320007428807,0.38079606073040634,0.26938933264622517,0.26732249786142,0.23504302234940383
2023-03-13,39.86,59.17,121.41,22095.71339833569,0.4000820681165368,0.3432105127544447,0.28539349871685193,0.3222554224780355
2023-03-14,39.9,62.65,128.01,24178.95532797469,0.40172343044727127,0.3880443184746199,0.35596663815226676,0.4279232293297245
2023-03-15,40.28,64.47,129.32,24758.765085827567,0.4173163725892492,0.4114918835351713,0.3699743370402052,0.45733278787971926
2023-03-16,40.37,67.78,133.52,24470.88205445031,0.42100943783340167,0.45413553207936097,0.41488451668092396,0.4427305623183693
2023-03-17,40.1,74.98,133.12,25161.272017520052,0.4099302421009439,0.5468951301211028,0.41060735671514115,0.47774905548139807
2023-03-20,40.81,75.14,132.74,28186.842652360127,0.4390644234714815,0.5489564545220303,0.40654405474764765,0.6312143870446045
2023-03-21,40.66,83.99,136.02,27929.167733140293,0.43290931473122685,0.6629734604483379,0.44161676646706594,0.6181444006895563
2023-03-22,40.01,77.14,133.26,28264.23961052235,0.4062371768567911,0.5747230095336253,0.412104362703165,0.635140175360228
2023-03-23,40.18,66.3,134.54,27449.254830807356,0.41321296676241287,0.43506828137078063,0.42579127459366967,0.5938018876343694
2023-03-24,40.39,67.83,131.54,28459.735113552502,0.42183011899876904,0.4547796959546508,0.3937125748502993,0.6450562493219997
2023-03-27,40.22,62.54,131.39,28048.46997853496,0.41485432909314734,0.38662715794898217,0.3921086398631307,0.6241957413639065
2023-03-28,39.99,63.04,128.64,27182.299559950465,0.405416495691424,0.3930687967018809,0.3627031650983745,0.5802611761127677
2023-03-29,40.25,65.3,129.6,27291.3500210497,0.41608535084119824,0.4221850038649832,0.37296834901625314,0.5857925178626521
2023-03-30,40.38,64.16,131.72,28394.997780199057,0.4214197784160855,0.40749806750837403,0.39563729683490156,0.6417725922778701
2023-03-31,40.8,67.57,137.26,28041.123080088284,0.43865408288879765,0.4514300438031434,0.45487596236099215,0.6238230863040323
2023-04-03,41.35,63.61,136.55,28236.508738939792,0.46122281493639733,0.4004122648801855,0.4472840034217281,0.6337335886644992
2023-04-04,40.9,62.54,136.86,27815.42653124798,0.442757488715634,0.38662715794898217,0.45059880239520966,0.6123751315606853
2023-04-05,41.55,60.78,127.8,28175.33033421539,0.4694296265900697,0.3639525895387786,0.3537211291702309,0.6306304503482343
2023-04-06,41.5,61.44,127.82,28197.20034124555,0.4673779236766517,0.37245555269260494,0.35393498716852,0.6317397577435152
2023-04-10,41.73,66.13,128.1,28351.23699385011,0.476815757078375,0.43287812419479504,0.35692899914456794,0.6395529238592338
2023-04-11,41.79,70.19,129.86,29657.974136873556,0.47927780057447683,0.48518423086833284,0.3757485029940121,0.7058342549280919
2023-04-12,41.37,67.84,135.0,30260.93610940865,0.46204349610176443,0.4549085287297088,0.4307100085543199,0.7364181580006421
2023-04-13,41.47,68.95,136.1,29904.138694718906,0.46614690192860075,0.46920896676114404,0.4424721984602223,0.7183204038395826
2023-04-14,41.19,69.91,135.77,30405.027312781145,0.45465736561345915,0.48157691316670953,0.4389435414884517,0.7437268633556802
2023-04-17,41.18,67.72,137.37,30304.807514785844,0.45424702503077563,0.45336253542901306,0.45605218135158254,0.7386434373231031
2023-04-18,40.55,67.26,136.38,29467.459829260344,0.42839556832170694,0.44743622777634634,0.4454662104362702,0.6961708410091696
2023-04-19,40.24,64.44,132.83,30365.904167541412,0.4156750102585147,0.41110538520999734,0.4075064157399488,0.7417424289528362
2023-04-20,39.85,60.5,129.89,28833.217501221105,0.3996717275338532,0.3603452718371553,0.3760692899914455,0.6640003115747752
2023-04-21,40.21,59.04,132.25,28255.57824866478,0.41444398851046377,0.341535686678691,0.4013045337895637,0.634700847071556
2023-04-24,39.91,54.75,130.4,27606.578347653143,0.4021337710299548,0.28626642617881987,0.38152266894781867,0.6017817726178527
2023-04-25,39.33,55.55,122.15,27511.635682161308,0.3783340172343045,0.2965730481834578,0.2933062446535501,0.5969660173776947
2023-04-26,38.63,53.89,124.12,28351.218248373007,0.3496101764464507,0.27518680752383406,0.31437125748503,0.6395519730366598
2023-04-27,38.74,54.17,126.05,28352.19132059668,0.3541239228559706,0.2787941252254573,0.3350085543199315,0.6396013299578704
2023-04-28,38.89,53.79,120.05,29483.52170499186,0.36027903159622493,0.27389847977325427,0.2708511548331907,0.6969855438808461
2023-05-01,39.21,50.14,118.79,29362.056213625394,0.37340993024210106,0.2268745168770935,0.25737810094097524,0.6908244773727994
2023-05-02,39.06,51.32,116.74,28125.501155636823,0.3672548215018467,0.24207678433393454,0.23545765611633868,0.6281029762499519
2023-05-03,38.45,48.49,117.67,28654.390133326717,0.34222404595814543,0.2056171089925277,0.24540205303678359,0.6549296916426319
2023-05-04,38.23,49.22,117.88,28988.320996249273,0.3331965531391054,0.21502190157175982,0.24764756201881943,0.6718675908962405
2023-05-05,38.49,58.24,122.45,28846.461458608057,0.3438654082888799,0.33122906467405305,0.29651411462788707,0.6646720818148063
2023-05-08,38.67,58.1,132.41,28611.439197614574,0.3512515387771852,0.3294254058232414,0.40301539777587675,0.6527511010937578
2023-05-09,38.48,60.21,129.94,27696.76078562556,0.34345506770619605,0.35660912136047407,0.3766039349871685,0.6063560759195988
2023-05-10,38.3,62.64,133.8,27607.39168091902,0.3360689372178908,0.3879154856995619,0.41787852865697184,0.6018230271362175
2023-05-11,37.58,60.35,132.15,27639.73356593586,0.30652441526466967,0.35841278021128575,0.4002352437981181,0.603463497218236
2023-05-12,37.35,57.34,130.23,27024.76572929978,0.29708658186294634,0.31963411491883537,0.37970487596236085,0.5722706234299654
2023-05-15,37.16,60.77,135.55,26911.805273213893,0.2892901107919572,0.3638237567637207,0.43659110350727126,0.5665409558931611
2023-05-16,37.01,57.88,134.01,27227.793422558792,0.2831350020517029,0.32659108477196597,0.4201240376390076,0.58256875096456
2023-05-17,36.75,61.04,137.23,27022.713173921147,0.27246614690192866,0.36730224169028597,0.45455517536355844,0.572166512130065
2023-05-18,36.48,60.26,141.85,27389.971511442203,0.2613869511694706,0.35725328523576394,0.5039563729683489,0.5907948733020064
2023-05-19,36.77,56.78,144.72,26842.95249471792,0.27328682806729604,0.31241947951558874,0.53464499572284,0.5630485520605562
2023-05-22,38.75,61.07,147.41,26773.83024366478,0.35453426343865413,0.3676887400154599,0.5634088964927287,0.5595424798326882
2023-05-23,39.64,59.1,143.9,26869.686021790778,0.391054575297497,0.3423086833290389,0.5258768177929855,0.5644045506774276
2023-05-24,38.63,58.36,149.2,27222.937746603853,0.3496101764464507,0.3327750579747487,0.5825491873396064,0.5823224576168499
2023-05-25,37.83,56.87,149.61,26338.948946998687,0.3167829298317604,0.3135789744911105,0.5869332763045338,0.537484094675527
2023-05-26,37.6,56.92,154.12,26475.607902534273,0.30734509643003705,0.3142231383664004,0.6351582549187339,0.5444158158129708
2023-05-30,37.01,61.17,158.59,27759.746663920676,0.2831350020517029,0.36897706776603967,0.6829555175363559,0.6095508943069311
2023-05-31,38.02,62.2,160.13,27713.908547529507,0.32457940090274945,0.38224684359701105,0.6994225834046193,0.6072258579487648
2023-06-01,38.02,63.57,157.55,27245.474465179723,0.32457940090274945,0.3998969337799536,0.6718349016253209,0.5834655824703125
